29,2,40,8,48,21,27,22,39,51,16,0,18,7,43,13,45,1,28,17,54,37,19,47,38,24,34,15,58,23,25,11,31,56,14,49,59,5,20,35,55,4,57,36,12,53,41,44,6,10,33,52,32,9,50,42,3,26,46,30,109824
10,42,41,51,7,15,18,29,31,47,52,21,28,11,43,19,8,12,36,30,49,54,9,27,22,26,14,20,33,32,3,24,59,0,57,23,6,44,17,48,50,4,25,16,55,5,46,34,2,39,13,37,1,35,40,58,38,56,45,53,109685
10,42,41,51,7,15,18,29,31,47,52,21,28,11,43,19,8,12,36,30,49,56,9,27,22,26,14,20,33,32,3,24,59,0,57,23,6,44,53,48,50,4,25,16,55,5,46,34,2,39,13,37,1,35,40,58,38,54,45,17,109642
10,42,41,51,7,15,18,29,31,47,52,21,28,11,43,19,8,12,36,30,49,56,9,27,22,26,14,20,33,32,50,13,59,0,57,23,6,44,53,48,3,4,25,16,55,5,46,34,2,39,24,37,1,35,40,58,38,54,45,17,109561
11,30,8,53,18,54,36,50,39,33,48,27,7,21,29,9,40,46,51,28,25,2,42,52,0,22,47,10,3,41,56,44,34,35,19,24,13,23,16,32,14,17,12,20,57,59,38,55,37,31,43,58,5,49,45,4,26,1,6,15,109527
11,30,8,53,18,47,36,50,39,33,54,27,7,21,29,9,40,46,51,28,25,2,42,52,0,22,48,10,3,41,56,44,34,35,19,24,13,23,16,32,14,17,12,20,57,59,38,55,37,31,43,58,5,49,45,4,26,1,6,15,109381
11,30,8,53,18,47,36,50,39,33,54,27,7,21,29,9,40,46,51,28,25,2,13,52,0,22,48,10,3,41,56,44,34,35,19,24,43,23,16,32,14,17,12,20,57,59,38,55,37,31,42,58,5,49,45,4,26,1,6,15,109354
11,30,8,53,18,47,36,50,39,33,54,27,7,21,29,9,40,46,51,28,25,2,13,52,0,22,48,10,3,41,56,44,34,35,19,24,43,23,16,32,14,17,12,20,57,59,38,55,37,31,42,58,5,49,45,4,26,1,6,15,109354
11,5,8,53,18,47,36,50,39,33,54,27,7,21,29,30,40,46,51,28,25,2,13,52,0,22,48,10,3,41,56,44,34,35,19,24,43,23,16,32,14,17,12,20,57,59,38,55,37,31,42,58,9,49,45,4,26,1,6,15,109310
11,5,8,53,18,47,36,50,39,33,54,27,7,21,29,30,40,46,51,28,25,2,13,17,0,22,48,10,3,41,56,44,34,35,19,24,43,23,16,32,14,52,12,20,57,4,38,55,37,31,42,58,9,49,45,59,26,1,6,15,109293
11,5,8,53,18,47,36,50,39,21,33,27,7,54,29,30,40,46,51,28,25,2,13,17,0,22,48,10,3,41,56,44,34,35,19,24,43,23,16,32,14,52,12,20,57,4,38,55,37,31,42,58,9,49,45,59,26,1,6,15,109263
11,5,8,53,18,47,36,50,39,21,33,27,7,54,29,30,40,46,51,28,25,2,3,17,0,22,48,10,43,41,56,44,34,35,19,24,13,23,16,32,14,52,12,20,57,4,38,55,37,31,42,58,9,49,45,59,26,1,6,15,109250
11,5,8,13,18,47,36,50,39,21,33,27,7,54,29,30,40,46,51,28,25,2,3,17,0,22,48,10,43,41,56,44,34,35,19,24,49,23,16,32,14,52,12,20,57,4,38,55,37,31,42,58,9,53,45,59,26,1,6,15,109228
